DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
390 - G.I. OBSTRUCTION W/O CC/MCC,230230,EDWARD W SPARROW HOSPITAL,1215 E MICHIGAN AVENUE,LANSING,MI,48912,MI - Lansing,41,$17633.04,$4851.29,$3834.95
390 - G.I. OBSTRUCTION W/O CC/MCC,230244,GARDEN CITY HOSPITAL,6245 INKSTER RD,GARDEN CITY,MI,48135,MI - Dearborn,21,$9959.42,$4706.57,$3693.04
390 - G.I. OBSTRUCTION W/O CC/MCC,230254,CRITTENTON HOSPITAL MEDICAL CENTER,1101 W UNIVERSITY DRIVE,ROCHESTER,MI,48307,MI - Royal Oak,12,$13072.00,$3860.66,$2925.33
390 - G.I. OBSTRUCTION W/O CC/MCC,230259,CHELSEA COMMUNITY HOSPITAL,775 S MAIN ST,CHELSEA,MI,48118,MI - Ann Arbor,14,$7632.57,$3945.71,$2891.21
390 - G.I. OBSTRUCTION W/O CC/MCC,230269,WILLIAM BEAUMONT HOSPITAL-TROY,44201 DEQUINDRE ROAD,TROY,MI,48085,MI - Royal Oak,40,$11145.80,$3969.17,$2890.30
390 - G.I. OBSTRUCTION W/O CC/MCC,230277,HURON VALLEY-SINAI HOSPITAL,ONE WILLIAM CARLS DRIVE,COMMERCE TOWNSH,MI,48382,MI - Pontiac,14,$9808.00,$4138.00,$3250.85
390 - G.I. OBSTRUCTION W/O CC/MCC,230302,HENRY FORD WEST BLOOMFIELD HOSPITAL,6777 WEST MAPLE ROAD,W BLOOMFIELD,MI,48322,MI - Royal Oak,17,$12752.88,$3927.94,$2117.64
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230002,ST MARY MERCY HOSPITAL,36475 FIVE MILE ROAD,LIVONIA,MI,48154,MI - Ann Arbor,43,$19029.51,$6720.25,$6093.65
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230019,PROVIDENCE HOSPITAL AND MEDICAL CENTERS,16001 W NINE MILE RD,SOUTHFIELD,MI,48075,MI - Royal Oak,77,$24000.01,$8725.06,$7852.48
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230020,OAKWOOD HOSPITAL AND MEDICAL CENTER,18101 OAKWOOD BLVD,DEARBORN,MI,48124,MI - Dearborn,52,$22090.98,$8326.76,$7655.61
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230024,SINAI-GRACE HOSPITAL,6071 W OUTER DRIVE,DETROIT,MI,48235,MI - Detroit,38,$26126.73,$11562.89,$10847.23
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230029,ST JOSEPH MERCY OAKLAND,44405 WOODWARD AVE,PONTIAC,MI,48341,MI - Pontiac,32,$18498.50,$8961.43,$8330.68
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230030,MIDMICHIGAN MEDICAL CENTER-GRATIOT,300 E WARWICK DR,ALMA,MI,48801,MI - Lansing,15,$9456.33,$8274.20,$7523.80
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230031,ST JOSEPH MERCY PORT HURON,2601 ELECTRIC AVENUE,PORT HURON,MI,48060,MI - Detroit,13,$13829.46,$6445.23,$5584.30
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230041,MCLAREN BAY REGION,1900 COLUMBUS AVE,BAY CITY,MI,48708,MI - Saginaw,27,$19817.25,$6621.03,$5788.44
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230046,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,"1500 E MEDICAL CENTER DRIVE, SPC 5474",ANN ARBOR,MI,48109,MI - Ann Arbor,80,$34412.48,$13035.43,$11269.28
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,60,$16953.73,$8612.75,$6184.55
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,70,$20485.51,$10729.04,$9852.84
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230070,"COVENANT MEDICAL CENTER, INC",1447 N HARRISON,SAGINAW,MI,48602,MI - Saginaw,45,$23779.86,$7447.08,$6773.57
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230077,ST MARY'S OF MICHIGAN MEDICAL CENTER,800 S WASHINGTON AVENU,SAGINAW,MI,48601,MI - Saginaw,13,$21684.00,$7556.61,$5711.69
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230089,"BEAUMONT HOSPITAL, GROSSE POINTE",468 CADIEUX RD,GROSSE POINTE,MI,48230,MI - Detroit,28,$14070.25,$7036.46,$6314.46
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230099,MERCY MEMORIAL HOSPITAL SYSTEM,718 N MACOMB ST,MONROE,MI,48162,OH - Toledo,26,$18677.11,$6825.46,$6469.96
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230104,HARPER UNIVERSITY HOSPITAL,3990 JOHN R STREET,DETROIT,MI,48201,MI - Detroit,51,$26047.15,$12476.07,$11572.84
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230130,WILLIAM BEAUMONT HOSPITAL,3601 W THIRTEEN MILE RD,ROYAL OAK,MI,48073,MI - Royal Oak,132,$24838.28,$8892.75,$7981.71
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230132,HURLEY MEDICAL CENTER,ONE HURLEY PLAZA,FLINT,MI,48503,MI - Flint,17,$19525.88,$10874.11,$9929.00
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230141,MCLAREN FLINT,401 S BALLENGER HIGHWAY,FLINT,MI,48532,MI - Flint,42,$19474.80,$8461.61,$7440.04
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230142,OAKWOOD ANNAPOLIS HOSPITAL,33155 ANNAPOLIS AVE,WAYNE,MI,48184,MI - Ann Arbor,18,$22253.72,$7433.72,$6590.94
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230146,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE AVE,WYANDOTTE,MI,48192,MI - Dearborn,38,$15079.31,$7358.50,$6841.39
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230151,BOTSFORD HOSPITAL,28050 GRAND RIVER AVENUE,FARMINGTON HILL,MI,48336,MI - Ann Arbor,51,$15256.47,$9404.49,$8716.07
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230156,ST JOSEPH MERCY HOSPITAL,5301 E HURON RIVER DR,ANN ARBOR,MI,48106,MI - Ann Arbor,57,$22700.15,$7629.00,$7030.00
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230165,ST JOHN HOSPITAL AND MEDICAL CENTER,22101 MOROSS RD,DETROIT,MI,48236,MI - Detroit,65,$21784.20,$9222.89,$8404.64
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230167,MCLAREN - GREATER LANSING,401 W GREENLAWN AVE,LANSING,MI,48910,MI - Lansing,26,$22099.61,$8001.11,$7265.88
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230176,OAKWOOD SOUTHSHORE MEDICAL CENTER,5450 FORT STREET,TRENTON,MI,48183,MI - Dearborn,22,$32660.36,$9487.54,$8835.50
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230195,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,11800 EAST TWELVE MILE ROAD,WARREN,MI,48093,MI - Detroit,87,$22672.55,$7747.35,$7088.55
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230197,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,ONE GENESYS PARKWAY,GRAND BLANC,MI,48439,MI - Flint,33,$23107.33,$8916.66,$8003.09
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230207,MCLAREN OAKLAND,50 NORTH PERRY,PONTIAC,MI,48342,MI - Pontiac,12,$20709.08,$10929.83,$10091.50
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230216,PORT HURON HOSPITAL,1221 PINE GROVE AVE,PORT HURON,MI,48060,MI - Detroit,24,$22039.29,$6754.00,$6016.45
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230227,MOUNT CLEMENS REGIONAL MEDICAL CENTER,1000 HARRINGTON BLVD,MOUNT CLEMENS,MI,48043,MI - Detroit,42,$13302.97,$7753.28,$7216.52
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230230,EDWARD W SPARROW HOSPITAL,1215 E MICHIGAN AVENUE,LANSING,MI,48912,MI - Lansing,55,$36176.58,$8991.78,$8370.72
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230244,GARDEN CITY HOSPITAL,6245 INKSTER RD,GARDEN CITY,MI,48135,MI - Dearborn,11,$17662.81,$8535.81,$8127.09
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230254,CRITTENTON HOSPITAL MEDICAL CENTER,1101 W UNIVERSITY DRIVE,ROCHESTER,MI,48307,MI - Royal Oak,24,$31447.79,$7857.08,$7059.25
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230269,WILLIAM BEAUMONT HOSPITAL-TROY,44201 DEQUINDRE ROAD,TROY,MI,48085,MI - Royal Oak,60,$25660.66,$7444.03,$6358.31
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230270,OAKWOOD HERITAGE HOSPITAL,10000 TELEGRAPH ROAD,TAYLOR,MI,48180,MI - Dearborn,22,$18995.22,$7091.45,$6371.09
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230273,DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER,4201 ST ANTOINE ST - 3M,DETROIT,MI,48201,MI - Detroit,14,$24074.00,$11468.71,$10787.14
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230277,HURON VALLEY-SINAI HOSPITAL,ONE WILLIAM CARLS DRIVE,COMMERCE TOWNSH,MI,48382,MI - Pontiac,13,$32188.61,$8600.15,$6246.07
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",230302,HENRY FORD WEST BLOOMFIELD HOSPITAL,6777 WEST MAPLE ROAD,W BLOOMFIELD,MI,48322,MI - Royal Oak,14,$27262.14,$6331.57,$5929.57
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230002,ST MARY MERCY HOSPITAL,36475 FIVE MILE ROAD,LIVONIA,MI,48154,MI - Ann Arbor,233,$10559.59,$4256.01,$3301.96
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230013,DOCTORS' HOSPITAL OF MICHIGAN,461 W HURON ST,PONTIAC,MI,48341,MI - Pontiac,37,$8349.37,$5533.56,$4614.35
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230019,PROVIDENCE HOSPITAL AND MEDICAL CENTERS,16001 W NINE MILE RD,SOUTHFIELD,MI,48075,MI - Royal Oak,312,$14770.37,$5465.18,$4509.52
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230020,OAKWOOD HOSPITAL AND MEDICAL CENTER,18101 OAKWOOD BLVD,DEARBORN,MI,48124,MI - Dearborn,247,$14274.34,$5186.74,$4395.28
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230024,SINAI-GRACE HOSPITAL,6071 W OUTER DRIVE,DETROIT,MI,48235,MI - Detroit,119,$14549.77,$6569.38,$5866.07
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230029,ST JOSEPH MERCY OAKLAND,44405 WOODWARD AVE,PONTIAC,MI,48341,MI - Pontiac,135,$14732.24,$5651.25,$4672.47
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230030,MIDMICHIGAN MEDICAL CENTER-GRATIOT,300 E WARWICK DR,ALMA,MI,48801,MI - Lansing,61,$8810.13,$6279.52,$5271.80
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230031,ST JOSEPH MERCY PORT HURON,2601 ELECTRIC AVENUE,PORT HURON,MI,48060,MI - Detroit,53,$11664.09,$3988.35,$3135.32
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230035,SPECTRUM HEALTH UNITED MEMORIAL - UNITED CAMPUS,615 S BOWER STREET,GREENVILLE,MI,48838,MI - Grand Rapids,32,$11617.56,$4942.90,$3373.40
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230041,MCLAREN BAY REGION,1900 COLUMBUS AVE,BAY CITY,MI,48708,MI - Saginaw,193,$14457.57,$4130.23,$3260.20
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230046,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,"1500 E MEDICAL CENTER DRIVE, SPC 5474",ANN ARBOR,MI,48109,MI - Ann Arbor,285,$19930.59,$8493.70,$6042.14
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,288,$10644.88,$4647.91,$3578.10
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,285,$13773.99,$6786.89,$5958.00
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230069,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,620 BYRON RD,HOWELL,MI,48843,MI - Ann Arbor,62,$12611.54,$4853.25,$3829.53
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230070,"COVENANT MEDICAL CENTER, INC",1447 N HARRISON,SAGINAW,MI,48602,MI - Saginaw,260,$14674.88,$4646.30,$3681.29
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230077,ST MARY'S OF MICHIGAN MEDICAL CENTER,800 S WASHINGTON AVENU,SAGINAW,MI,48601,MI - Saginaw,76,$15745.15,$4588.52,$3717.31
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230080,CENTRAL MICHIGAN COMMUNITY HOSPITAL,1221 SOUTH DRIVE,MOUNT PLEASANT,MI,48858,MI - Lansing,53,$12942.71,$4011.52,$3099.15
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230089,"BEAUMONT HOSPITAL, GROSSE POINTE",468 CADIEUX RD,GROSSE POINTE,MI,48230,MI - Detroit,149,$10705.52,$4403.75,$3458.51
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230095,WEST BRANCH REGIONAL MEDICAL CENTER,2463 SOUTH M-30,WEST BRANCH,MI,48661,MI - Saginaw,56,$6513.89,$4289.83,$3468.48
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230099,MERCY MEMORIAL HOSPITAL SYSTEM,718 N MACOMB ST,MONROE,MI,48162,OH - Toledo,147,$12336.43,$4337.53,$3329.59
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230100,TAWAS ST JOSEPH HOSPITAL,200 HEMLOCK M-55,TAWAS CITY,MI,48763,MI - Saginaw,22,$6702.31,$4366.00,$3398.54
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230104,HARPER UNIVERSITY HOSPITAL,3990 JOHN R STREET,DETROIT,MI,48201,MI - Detroit,154,$16893.43,$7809.54,$6979.72
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230118,HURON MEDICAL CENTER,1100 SOUTH VAN DYKE ROAD,BAD AXE,MI,48413,MI - Saginaw,16,$7491.00,$4938.00,$4095.00
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230121,MEMORIAL HEALTHCARE,826 WEST KING STREET,OWOSSO,MI,48867,MI - Lansing,18,$15833.16,$4433.66,$3432.77
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230130,WILLIAM BEAUMONT HOSPITAL,3601 W THIRTEEN MILE RD,ROYAL OAK,MI,48073,MI - Royal Oak,556,$16138.83,$5414.55,$4443.90
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230132,HURLEY MEDICAL CENTER,ONE HURLEY PLAZA,FLINT,MI,48503,MI - Flint,63,$16253.82,$6877.87,$6110.82
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230141,MCLAREN FLINT,401 S BALLENGER HIGHWAY,FLINT,MI,48532,MI - Flint,238,$12333.50,$5260.28,$4419.13
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230142,OAKWOOD ANNAPOLIS HOSPITAL,33155 ANNAPOLIS AVE,WAYNE,MI,48184,MI - Ann Arbor,90,$15521.55,$4682.92,$3715.77
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230146,HENRY FORD WYANDOTTE HOSPITAL,2333 BIDDLE AVE,WYANDOTTE,MI,48192,MI - Dearborn,226,$10293.16,$4529.42,$3537.16
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230151,BOTSFORD HOSPITAL,28050 GRAND RIVER AVENUE,FARMINGTON HILL,MI,48336,MI - Ann Arbor,238,$10582.97,$5970.33,$5082.27
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230156,ST JOSEPH MERCY HOSPITAL,5301 E HURON RIVER DR,ANN ARBOR,MI,48106,MI - Ann Arbor,222,$14503.13,$4847.36,$3850.28
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230165,ST JOHN HOSPITAL AND MEDICAL CENTER,22101 MOROSS RD,DETROIT,MI,48236,MI - Detroit,225,$14396.70,$5769.64,$4833.60
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230167,MCLAREN - GREATER LANSING,401 W GREENLAWN AVE,LANSING,MI,48910,MI - Lansing,189,$16485.95,$5044.57,$4192.84
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230176,OAKWOOD SOUTHSHORE MEDICAL CENTER,5450 FORT STREET,TRENTON,MI,48183,MI - Dearborn,132,$15177.71,$4891.68,$4044.37
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230180,MIDMICHIGAN MEDICAL CENTER-CLARE,703 N MCEWAN ST,CLARE,MI,48617,MI - Lansing,30,$10594.10,$3999.63,$3101.50
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230193,LAPEER REGIONAL MEDICAL CENTER,1375 N MAIN ST,LAPEER,MI,48446,MI - Flint,82,$14872.48,$4157.68,$3349.04
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230195,ST JOHN MACOMB-OAKLAND HOSPITAL-MACOMB CENTER,11800 EAST TWELVE MILE ROAD,WARREN,MI,48093,MI - Detroit,365,$14584.83,$4852.26,$3980.27
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230197,GENESYS REGIONAL MEDICAL CENTER - HEALTH PARK,ONE GENESYS PARKWAY,GRAND BLANC,MI,48439,MI - Flint,132,$16449.18,$5607.57,$4561.40
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230207,MCLAREN OAKLAND,50 NORTH PERRY,PONTIAC,MI,48342,MI - Pontiac,25,$12909.48,$6751.16,$6030.52
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230208,CARSON CITY HOSPITAL,406 EAST ELM ST,CARSON CITY,MI,48811,MI - Lansing,13,$11751.46,$5308.38,$4534.53
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230216,PORT HURON HOSPITAL,1221 PINE GROVE AVE,PORT HURON,MI,48060,MI - Detroit,126,$12400.55,$4218.32,$3412.28
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230222,MIDMICHIGAN MEDICAL CENTER-MIDLAND,4000 WELLNESS DRIVE,MIDLAND,MI,48670,MI - Saginaw,88,$12923.94,$4932.12,$3914.03
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230227,MOUNT CLEMENS REGIONAL MEDICAL CENTER,1000 HARRINGTON BLVD,MOUNT CLEMENS,MI,48043,MI - Detroit,215,$10257.34,$4888.11,$3933.66
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230230,EDWARD W SPARROW HOSPITAL,1215 E MICHIGAN AVENUE,LANSING,MI,48912,MI - Lansing,165,$20611.53,$5426.12,$4586.21
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230241,ST JOHN RIVER DISTRICT HOSPITAL,4100 RIVER RD,EAST CHINA,MI,48054,MI - Detroit,16,$9890.31,$4026.93,$3390.18
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230244,GARDEN CITY HOSPITAL,6245 INKSTER RD,GARDEN CITY,MI,48135,MI - Dearborn,76,$10188.26,$5305.28,$4319.42
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230254,CRITTENTON HOSPITAL MEDICAL CENTER,1101 W UNIVERSITY DRIVE,ROCHESTER,MI,48307,MI - Royal Oak,131,$15192.05,$4359.06,$3517.83
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230259,CHELSEA COMMUNITY HOSPITAL,775 S MAIN ST,CHELSEA,MI,48118,MI - Ann Arbor,14,$8152.42,$4271.50,$3386.64
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230269,WILLIAM BEAUMONT HOSPITAL-TROY,44201 DEQUINDRE ROAD,TROY,MI,48085,MI - Royal Oak,467,$15763.58,$4527.06,$3545.15
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230270,OAKWOOD HERITAGE HOSPITAL,10000 TELEGRAPH ROAD,TAYLOR,MI,48180,MI - Dearborn,62,$14561.45,$4543.16,$3662.30
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230273,DETROIT RECEIVING HOSPITAL & UNIV HEALTH CENTER,4201 ST ANTOINE ST - 3M,DETROIT,MI,48201,MI - Detroit,81,$16156.91,$7073.72,$6266.18
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230277,HURON VALLEY-SINAI HOSPITAL,ONE WILLIAM CARLS DRIVE,COMMERCE TOWNSH,MI,48382,MI - Pontiac,82,$14960.24,$4802.13,$3875.35
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230297,KARMANOS CANCER CENTER,4100 JOHN R,DETROIT,MI,48201,MI - Detroit,26,$12203.84,$5476.73,$4956.73
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",230302,HENRY FORD WEST BLOOMFIELD HOSPITAL,6777 WEST MAPLE ROAD,W BLOOMFIELD,MI,48322,MI - Royal Oak,77,$14375.06,$3886.48,$3019.31
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,230002,ST MARY MERCY HOSPITAL,36475 FIVE MILE ROAD,LIVONIA,MI,48154,MI - Ann Arbor,36,$12710.91,$5769.36,$4909.97
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,230019,PROVIDENCE HOSPITAL AND MEDICAL CENTERS,16001 W NINE MILE RD,SOUTHFIELD,MI,48075,MI - Royal Oak,72,$20882.08,$7490.05,$6612.34
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,230020,OAKWOOD HOSPITAL AND MEDICAL CENTER,18101 OAKWOOD BLVD,DEARBORN,MI,48124,MI - Dearborn,52,$21167.59,$7197.32,$6632.96
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,230024,SINAI-GRACE HOSPITAL,6071 W OUTER DRIVE,DETROIT,MI,48235,MI - Detroit,54,$18011.88,$9022.62,$8304.74
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,230029,ST JOSEPH MERCY OAKLAND,44405 WOODWARD AVE,PONTIAC,MI,48341,MI - Pontiac,36,$14947.55,$7679.19,$6971.83
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,230041,MCLAREN BAY REGION,1900 COLUMBUS AVE,BAY CITY,MI,48708,MI - Saginaw,24,$17676.91,$5702.29,$5153.41
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,230046,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,"1500 E MEDICAL CENTER DRIVE, SPC 5474",ANN ARBOR,MI,48109,MI - Ann Arbor,69,$31985.66,$12935.26,$9867.43
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038,MI - Detroit,64,$12008.57,$6257.51,$5232.17
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,230053,HENRY FORD HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,MI - Detroit,54,$23871.09,$9543.64,$8823.03
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,230069,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,620 BYRON RD,HOWELL,MI,48843,MI - Ann Arbor,11,$17264.09,$6395.63,$5575.27
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,230070,"COVENANT MEDICAL CENTER, INC",1447 N HARRISON,SAGINAW,MI,48602,MI - Saginaw,47,$18800.93,$6409.10,$5647.23
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,230077,ST MARY'S OF MICHIGAN MEDICAL CENTER,800 S WASHINGTON AVENU,SAGINAW,MI,48601,MI - Saginaw,37,$19411.16,$6297.97,$5497.51
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,230089,"BEAUMONT HOSPITAL, GROSSE POINTE",468 CADIEUX RD,GROSSE POINTE,MI,48230,MI - Detroit,21,$12773.90,$6088.19,$5377.38
